Export commodity(Tons),commodity_name,Billionaires per Million people,Billionaire_Name,RichestNetworld(Bn),CrimeIndex,SafetyIndex,Spend on Education %,education.spend per student,Gini coefficient(World_bank)%,Gini coefficient(CIA)%,Area(km),Density,Population_Change%,Global_pop%,Population.Rank,GlobalPeaceIndex(GPI)2024(1-5),Safety_index,GDP.Rank,GDP(IMF'24),GDP(UN'22),GDP PER CAPITAL,Population,Country,Year
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2016
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2016
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2016
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2016
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2016
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2021
249.9K,Refined sugar,0.702,Jay Y. Lee,$11.50,24.9,75.1,0.049,"$15,900",32.90%,31.40%,100.2K,529,0.001,0.65%,29,1.848,82,14,$1.76 Tn,$1.67 Tn,"$34,083",51667000,South Korea,2016
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2023
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2022
215.1K,"Jute, raw or retted",0.006,Muhammed Aziz Khan,$1.10,61.5,38.5,0.018,,33.40%,33.40%,147.6K,1350,0.0122,2.19%,8,2.126,49,36,$455.16 Bn,$432.68 Bn,"$2,591",175687000,Bangladesh,2021
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2023
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
429.6K,Raw cane or beet sugar (centrifugal only),,,,61.3,38.7,0.032,,38.80%,38.80%,21K,307,0.0043,0.08%,113,2.25,50,103,$35.33 Bn,$32.49 Bn,"$5,551",6365500,El Salvador,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2022
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
153.5K,Potatoes,3.649,Eyal Ofer,$24,32.4,67.6,0.065,"$9,800",37.90%,37.90%,20.8K,440,0.0139,0.12%,98,3.115,60,29,$530.66 Bn,$525.00 Bn,"$55,759",9517180,Israel,2021
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2001
2.2M,Bananas,0.076,David Velez & family,$10.80,61.2,38.8,0.037,"$4,000",54.80%,54.80%,1.1M,48,0.0102,0.67%,28,2.887,42,40,$386.08 Bn,$343.94 Bn,"$7,226",53425600,Colombia,2022
